accession_number	numObservableTrypticPeptides	proteinLength
O75952-3	17	379
Q5MAI5	14	379
H3BUA3	11	379
O75128-5	17	379
A8K830-3	9	379
B4DIH5	18	379
Q9BPW9-4	20	379
Q8TBM8	20	379
A4GXA9	16	379
A6NHQ4	17	379
O95684-2	17	379
O75955-2	20	379
P49354	17	379
Q12946	7	379
Q9BQS8-3	20	379
P07902	17	379
Q14393-5	20	379
P63092-3	17	379
F5GYK7	17	379
P53990-5	12	379
P78508	12	379
Q6NSI8-4	16	379
Q8NES3	16	379
Q9NX58	15	379
P27361	21	379
E7ETE0	12	379
H0YM15	13	379
Q9HAP2-4	11	379
B4DPR9	19	379
P0CAP1-8	19	379
F8W0J6	10	379
O75469-2	17	379
Q8WVF1-3	23	379
Q9UBL9-5	13	379
Q8IXS6	16	379
Q9H300	15	379
Q6ZR37	20	379
Q9H237-5	11	379
P85299-3	17	379
Q8N443	16	379
Q8N122-2	15	379
O00442-2	20	379
Q8WXA3-5	21	379
J3KSZ7	17	379
P30740	18	379
P78539-4	20	379
E9PDQ8	21	379
Q8TC36	20	379
O75410-4	20	379
P36402-12	12	379
O43493-4	18	379
Q9P2T0	23	379
P35590-2	18	379
Q86WV6	16	379
Q5JTV8-2	16	379
J3KPT4	18	379
A0A0J9YXQ9	18	379
Q8IX04-2	23	379
Q9Y5W5	18	379
P0CG24	23	379
Q9BUG6-2	19	379
Q9NRZ5	20	378
E9PR62	18	378
Q13508-3	17	378
O96024	10	378
Q9C0J1	18	378
Q9BYG0	18	378
Q5XKL5	18	378
O00481-3	17	378
Q96AQ1	19	378
G3V5E1	16	378
P32248	14	378
P15529-13	10	378
Q16543	13	378
Q49MI3-5	14	378
A0A087X0I2	18	378
Q9BU40-3	17	378
Q6ZS10	18	378
Q96EP5-2	9	378
F8VXY9	10	378
Q92784	18	378
E9PE72	17	378
H7BXJ4	15	378
Q6UN15-4	13	378
Q12951	10	378
P51991	16	378
J3KMZ0	17	378
Q13639-5	9	378
P26951	18	378
Q01344-4	15	378
E9JVC4	20	378
P35410	9	378
U3KPR8	15	378
Q96IZ6	15	378
Q6P1Q9	15	378
Q9ULH7-2	18	378
Q8NDA8-5	15	378
Q9BXS6-7	18	378
Q8TAR6	19	378
Q86V59-2	13	378
P49768-5	15	378
Q9UNM6-2	23	378
Q5R372-5	17	378
P38159-2	17	378
O75678	12	378
Q02161-6	11	378
Q99500	18	378
Q96FV2-2	13	378
G3XAH0	17	378
E7EMC7	17	378
A0A1X7SBT2	18	378
Q96H15	15	378
Q13509-2	17	378
Q6P4I2	17	378
Q96BR6-2	21	378
Q5T5D7	19	378
P68133	19	377
P62736	19	377
P68032	19	377
Q8TDY3	15	377
Q8TED9-3	16	377
Q86WG3-3	11	377
P49662	20	377
Q9H0I3	15	377
Q14094	20	377
P15529-11	10	377
H0YNU7	15	377
A0A087WTM4	21	377
E7ENE5	16	377
P15509-5	20	377
V9GYC6	17	377
Q6UX07	18	377
Q5T3T9	13	377
Q8NFW5-2	10	377
Q9NXW2-2	16	377
A0A1W2PPC6	10	377
Q8NFI3-2	20	377
Q96RQ1	18	377
Q969U6-2	15	377
Q5NUL3	15	377
Q14344	20	377
P46095-2	7	377
Q9BY41	16	377
Q8TCT9	14	377
P28221	11	377
O43464-4	19	377
P01860	17	377
Q70UQ0-4	19	377
A0A1W2PPN8	11	377
Q99706	14	377
A0A0C4ZNX8	14	377
K7QUT1	14	377
Q86U48	14	377
Q9UPM6-4	19	377
Q3KQU3-3	12	377
Q49MG5-2	18	377
Q15049	11	377
Q8TAX7	8	377
P16333	19	377
P52849-2	18	377
Q16795	22	377
Q9GZT8	15	377
Q99466-3	7	377
Q6W5P4-4	13	377
P41231	16	377
C9JA33	16	377
Q6ZVX9	16	377
O75381	15	377
P53609	20	377
S5FZ81	14	377
Q6NYC8-2	21	377
A0A087WUL9	23	377
P55036	12	377
Q9H7Z7	21	377
Q16827-4	15	377
Q5R372-6	17	377
Q2TAM5	22	377
Q06587-2	11	377
Q9Y6U7	16	377
Q96CM3	18	377
Q96C92-3	13	377
Q3KNW5	5	377
P35711-3	14	377
A0A0A0MQX7	20	377
Q9C0K7-2	20	377
O15178-2	9	377
Q96FV9-2	16	377
Q9BZW4	9	377
O60704	14	377
Q8NG68	19	377
P14679-2	18	377
E7EQ61	14	377
Q05BJ3	19	377
Q8N4Q0	17	377
Q969W1	16	377
A0A087WWI3	22	377
Q68DY9-2	20	377
H3BQ06	17	376
Q562R1	20	376
P63267	18	376
P61163	17	376
P42025	17	376
F8W057	16	376
Q8TDG2	19	376
Q9NRZ7	18	376
A0A1B0GTM2	16	376
A0A1B0GTM3	21	376
Q9NXR7-4	18	376
P56817-6	12	376
Q12982-2	12	376
Q9HB07	19	376
P51878-2	19	376
Q9BRT8-3	17	376
C9J3G2	16	376
A0A0A0MRU4	16	376
Q5RIB0	16	376
H0Y5V3	16	376
P51677-2	13	376
P15812-2	14	376
Q8NCH0	17	376
Q9H2X3-8	22	376
Q8WYA6-2	17	376
P56202	19	376
Q5D0E6-4	15	376
A0A087X0Z7	19	376
Q8WXU2-3	14	376
Q6ZN68	14	376
Q92611-2	18	376
Q7L513-9	11	376
Q06828	13	376
P58012	10	376
Q5H8C1-3	20	376
P10075	17	376
Q9NW75-2	18	376
Q4AE62-4	18	376
P52655	5	376
O43364	12	376
A0A087X2E5	18	376
Q13422-5	16	376
Q6UWP7-3	18	376
Q99538-2	17	376
A0A0C4DG83	17	376
A0A286YF19	22	376
B4DEW2	22	376
Q9Y5B8	20	376
Q8NFA2	19	376
K7EIS8	13	376
Q9NWU1-2	17	376
Q9NP74-3	13	376
Q9BYG4	15	376
Q5JVF3-3	24	376
O76083-10	18	376
Q5T2R2-3	18	376
Q96FC7	16	376
Q53H76-2	13	376
A0A087X038	16	376
Q6S8J3-3	15	376
A0A0D9SFE8	15	376
A8MPX8-3	16	376
O14829-4	17	376
P16471-4	10	376
B4DKF8	19	376
Q9UNM6	23	376
O43502	18	376
O43251-5	12	376
Q5RL73-2	14	376
A6NED2	17	376
Q8WVZ7	16	376
P35237	21	376
P50453	23	376
Q7M4L6-2	15	376
Q8NEW0	13	376
Q12824-2	18	376
Q969G3-4	14	376
Q3SY56	13	376
Q5T280	17	376
O15466	15	376
Q9HCH5-2	19	376
Q5H9L4-2	18	376
Q9NX61-2	18	376
Q8IXX5	14	376
Q1AE95	13	376
B4E1B9	20	376
Q9NVH6-2	16	376
Q96KP6-3	17	376
Q9H4I3	18	376
O75648-2	20	376
O75554	13	376
Q86TI4	19	376
P17861-2	12	376
Q9NSD4-2	21	376
Q5BKZ1-3	13	376
Q8TAU3-2	26	376
M0R0A3	19	376
Q15635	15	376
P60709	19	375
P63261	19	375
P07327	17	375
P00325	18	375
P00326	18	375
P28332-2	17	375
A0A0A0MS56	17	375
Q96A54	14	375
Q5VTE6-2	18	375
Q9HBK9	23	375
A0A1B0GUA4	21	375
B4DWA1	22	375
Q7KYR7-3	14	375
Q6UX41-7	16	375
F8VSD7	20	375
O43822-4	18	375
Q5JTY5-2	18	375
P08571	17	375
B8ZZD3	14	375
Q8TEY5-2	11	375
P34998-3	14	375
G3V0G3	21	375
P35659	17	375
Q9NXW2	17	375
Q63HQ2-3	20	375
Q92731-8	13	375
Q9NW38	17	375
Q0JRZ9-2	15	375
Q5JU23	20	375
E9PAV9	19	375
Q99527	10	375
Q9NS67	15	375
V9HW50	17	375
E5RGW5	19	375
Q9UKT9-13	17	375
Q5VWK5-2	10	375
Q9Y2H2-2	15	375
Q99712	17	375
Q8N109	14	375
B0L652	14	375
Q8NHK3	14	375
B0L651	14	375
A0A0G2JPC4	14	375
A0A0G2JN68	14	375
P60409	1	375
Q96J85	14	375
Q86U70-2	13	375
Q8N6C8-2	13	375
P07098-4	17	375
Q6XZB0-6	17	375
A0A286YF35	22	375
C9J4J4	16	375
Q99687	11	375
D6RH02	17	375
E7ETU7	16	375
O14793	17	375
Q99733	14	375
Q9UGV2	16	375
Q8NFA2-2	19	375
P50391	6	375
A8MXV4	16	375
Q9BRP4-2	17	375
B7ZL48	16	375
Q15198	14	375
A0A1W2PRH3	17	375
Q9UG56-2	22	375
A0A087WZ32	18	375
Q53GL0-2	16	375
A0A0J9YXF2	16	375
Q9BYX7	18	375
Q96LA8	12	375
A8MTI9	17	375
E7ES96	16	375
A0A087X2B1	12	375
P36952	20	375
P35247	15	375
A0AV02-4	17	375
Q9Y2M2-2	22	375
Q11203	17	375
Q92186	19	375
Q6SJ96	11	375
B5MCM0	11	375
P22735-2	17	375
P31483-2	13	375
Q01085	15	375
E9PK69	15	375
A0A087WVN7	15	375
Q8WVN8	14	375
Q15906-2	12	375
A0A286YFD6	21	374
O75689	18	374
P11766	15	374
A0A0C4DG85	18	374
D6RGL0	9	374
A0A087X1E4	16	374
A0A1B0GW68	21	374
Q8WYN0-5	12	374
Q96A70-4	18	374
Q8N7W2-2	20	374
Q9NW68-8	15	374
Q13137-5	20	374
Q8N998	16	374
H1UBN3	19	374
Q8WUE3	16	374
P41597	13	374
P51684	12	374
Q5XG92-7	15	374
Q8IVL8	18	374
Q9Y4J8-7	13	374
Q6RFH8	13	374
Q96KS0-2	23	374
Q7L2H7	19	374
Q6P6B1	24	374
P50549-4	16	374
O00254	12	374
Q9NPI8	20	374
Q8WUP2-2	15	374
Q96CD0	19	374
P12314	16	374
P37268-5	18	374
Q11128	14	374
K7ENC0	15	374
P30679	20	374
Q9HCN4	15	374
Q5VWK5-6	10	374
Q9NPC2	13	374
O60870-2	19	374
P43626-2	17	374
A0A1W2PRZ1	17	374
A0A0G2JND8	17	374
A0A0G2JQ05	17	374
Q6UX15-2	15	374
H0YKE9	18	374
E7EPI8	11	374
A6NG13	17	374
Q8N5J2-4	15	374
Q5T2T1-2	19	374
A0A0A0MR93	16	374
E9PMZ0	12	374
Q9H6Q4-3	23	374
Q96G91	16	374
Q9BYU1	14	374
P15735-2	18	374
Q8NEY8-2	15	374
P49768-3	15	374
P43115-4	14	374
A0A0C4DGR2	20	374
F5H1S9	25	374
G3V2I3	17	374
B4DV59	18	374
Q5VZM2	17	374
Q8TDU9	12	374
P50452	18	374
B7ZC39	14	374
Q9Y286-2	15	374
Q8IXU6	16	374
G3V4X8	14	374
E7EWV3	11	374
O43791	17	374
O75177-2	3	374
Q9UJ37	17	374
Q969X2-3	15	374
Q8NBK3	12	374
Q9UIK5	18	374
Q15629	13	374
O95045-2	18	374
Q9NZR4-3	17	374
J3KNQ1	18	374
Q9H7X3	21	374
Q6ZN11-2	16	374
Q8TBC5-4	13	374
P04217-2	11	373
A0A087X009	15	373
Q03154-4	21	373
A0A1B0GU86	22	373
Q9BRQ8	17	373
Q8IUX4	16	373
P53367	15	373
P46597-3	18	373
Q9Y679-3	15	373
Q96HJ3	15	373
Q9BYV8	18	373
Q8TD26-2	17	373
B7ZL31	19	373
A0A087WX74	19	373
Q9H6B4	18	373
Q99788	10	373
Q6UXH1-6	15	373
Q5T4K5	9	373
P32929-3	20	373
Q9Y5R6	13	373
J3KR66	15	373
Q9H790	23	373
Q8WUP2	14	373
O00358	9	373
I3L0P5	14	373
P15104	14	373
Q9NS66	17	373
Q4AE62-2	19	373
H3BTD4	13	373
A0A0A0MR48	9	373
P14060	15	373
A2RU49	19	373
Q7Z3B3-4	18	373
F8WCN1	14	373
O15066-2	19	373
P83111-2	15	373
O43679	13	373
Q6P1Q0-7	18	373
Q9Y234	13	373
O75444	5	373
Q9UBF1	11	373
Q5VZF2	11	373
Q9BV79	14	373
A0A087WXM9	14	373
Q9H000-2	18	373
F5GX71	12	373
A8MQ27-2	11	373
Q16621	6	373
Q15738	18	373
P47900	13	373
Q8TE04-2	18	373
P56589	16	373
Q96LB8	15	373
E7EUT2	16	373
Q8TBX8-2	16	373
Q02833	19	373
A0A0G2JMW4	19	373
Q9Y2P8	19	373
O75783-2	13	373
Q969K3-2	16	373
Q9NQC3-2	14	373
Q9NSI8	20	373
F5GXU7	13	373
F5GYM4	16	373
H3BPK8	11	373
Q92485-2	15	373
Q969T3	13	373
Q7RTN6-5	17	373
Q86W33	9	373
Q5GH70	12	373
C9J6L6	15	373
P21754-3	16	373
Q9BYD9	16	372
Q96PN6-3	20	372
P35348-9	11	372
O15143	15	372
Q8TBM3	19	372
Q9Y2A9	14	372
O60909	15	372
Q5T5M9	13	372
J3KSS9	13	372
Q86Y33-4	13	372
P50750	17	372
Q8NDM7-5	14	372
P26992	13	372
P32302	14	372
Q07973-3	20	372
Q4G0S4	17	372
Q7Z3H1	15	372
Q9NT22-2	17	372
P49961-4	10	372
E5RFH6	18	372
Q92889-2	17	372
Q06265-4	11	372
Q7L5A8	19	372
P47870-4	15	372
A8MWU7	17	372
P27539	17	372
O60547	19	372
Q9Y5Y3	15	372
O75367	16	372
Q9P0M6	17	372
Q95604	17	372
A0A0G2JH50	17	372
A0A140T9M0	17	372
A0A140T9H5	17	372
A0A140T912	18	372
A2AEA2	17	372
A0A140T9J9	18	372
P09651	15	372
A0A1W2PQ74	15	372
P26439	13	372
Q96LB3-2	24	372
Q969P0-2	13	372
A0A087WYS0	17	372
Q9BT40-2	17	372
O14896-2	16	372
Q6NYC1-2	11	372
F8W6W4	18	372
P48048-2	10	372
Q16773-2	11	372
Q8IYD9	19	372
Q99538-3	15	372
O43766	15	372
Q9H1C0	14	372
Q9BPZ7-6	14	372
O95568	15	372
Q8N5Y2-6	17	372
Q9NZJ7-2	17	372
E9PKX5	13	372
Q9UNZ2-5	22	372
P41143	12	372
Q9BYG5	14	372
Q9NVD7	13	372
Q9UBT6-4	12	372
Q8N3J5	15	372
P15151-2	7	372
Q7Z6M1	21	372
Q9H310-4	10	372
P18577-5	13	372
E7EU00	13	372
Q969K3	16	372
P14151	10	372
E9PMM0	13	372
Q9BRI3-2	11	372
E9PLV3	14	372
O94768	11	372
C9JVJ9	15	372
O43435-2	20	372
A8MSY1	14	372
Q93038-9	13	372
Q96RU8	15	372
Q5TAA0-2	17	372
Q5ST81	17	372
E7EMU6	17	372
Q9UMW8	15	372
Q8NEZ2-2	12	372
O95389-2	16	372
Q93097-2	16	372
P16989	14	372
O15391	11	372
Q5T4F4-8	15	372
Q8N9L1-5	13	372
Q96GC6-4	15	372
Q96I27-2	19	372
Q96NB3	16	372
P21754-2	14	372
Q86WG3	11	371
Q9H7T9-2	12	371
P30518	11	371
Q5T5M9-2	13	371
Q9BWT1	15	371
Q99788-2	10	371
Q96H96	8	371
O43889-2	14	371
Q9H0B8-3	19	371
Q9HC73	16	371
Q9Y2E4-2	18	371
Q9Y4J8-9	13	371
Q9BY44-2	16	371
B1APY9	17	371
P78545	14	371
M0R2A0	12	371
P23610	13	371
Q8TC84-3	19	371
E7EUL0	13	371
Q68CQ7	19	371
H3BSY2-2	17	371
Q9UNW8-3	15	371
Q7Z429	5	371
O75367-3	16	371
P13746-2	17	371
A0A0G2JIF2	17	371
A0A140T913	19	371
A0A140T8Y4	19	371
Q5SRN5	18	371
Q96IR7	17	371
E5RK45	10	371
B5MBZ3	14	371
H0YME6	18	371
G5E9Y7	13	371
Q9UJU2-5	13	371
Q9BYS8	18	371
Q96CX6	16	371
Q9NQ29	14	371
A0A286YFM6	21	371
Q9UN36	14	371
Q9ULP0-3	17	371
O14524-2	15	371
P43699	9	371
Q8NFA2-3	19	371
Q6W5P4	12	371
P57721	17	371
F5H8K3	15	371
Q9UBT6-7	12	371
A8MU39	13	371
H7C2I1	19	371
Q96JH8-3	8	371
Q9NW64-2	15	371
Q15019-3	17	371
Q9NP31-4	19	371
Q8N357	8	371
Q96H72	11	371
Q9Y2H1-2	19	371
P15692-11	15	371
P15692-15	15	371
A0A0A0MTB2	15	371
H3BLW8	15	371
Q9Y484-2	15	371
P0C7U3	19	371
Q96SK3-2	18	371
Q96C28	18	371
O00154-7	15	370
P35348-8	11	370
P19961-2	18	370
E7ENJ6	22	370
Q92747	18	370
E7EMM4	21	370
Q9H1I8-2	11	370
F5H211	13	370
Q9NZU7	18	370
Q14012	16	370
Q6ZMN8-3	18	370
Q9BZW8	12	370
P15529-6	11	370
A0A1B0GV71	13	370
Q13324-5	11	370
Q9UIK4	17	370
Q9UMR2-3	19	370
A0A087WZK0	16	370
B4E2H8	13	370
Q8WW22-3	16	370
O00321-2	10	370
Q5T9C2-2	19	370
Q8TC76	18	370
Q8WUF8-3	15	370
Q86WN1-2	12	370
Q96KN9	18	370
A0A0A0MRK1	19	370
P60893	18	370
Q9UJM8	17	370
Q8TB92	13	370
A0A087WT44	17	370
Q3SY61	17	370
Q6ICG6-3	20	370
B7WNX0	14	370
A0A087X1C6	3	370
P60409-2	1	370
Q86VI4	14	370
B5MDU6	20	370
Q99677	14	370
Q92604	19	370
Q9H756	14	370
Q8N967	15	370
P49137-2	15	370
Q9NR56-2	10	370
H0YNY8	16	370
Q8IWA4-2	17	370
Q8N108-19	17	370
Q8NFA2-4	19	370
Q9UNZ2	22	370
P41146	7	370
A0A2C9F2M4	8	370
E7ET92	15	370
Q9UBL9-7	17	370
P0CB38	21	370
Q9H999	17	370
Q8NDF8-4	16	370
P57721-4	17	370
Q9GZP0	16	370
J3KNK7	14	370
Q08752	23	370
P49683	10	370
Q9Y617	19	370
Q5R372-8	19	370
Q9NWB1-3	12	370
O43251-4	10	370
B0QYY4	11	370
E7ETU5	9	370
Q8N5S1	16	370
Q96GZ6-8	11	370
Q9NQZ5	19	370
P36402-15	14	370
Q14188-3	11	370
Q9BZW5	11	370
I3L0A0	17	370
O60507	16	370
Q15035	17	370
O75317	17	370
Q8TBY9-3	20	370
P04628	17	370
O75541-2	15	370
A0A0C4DH12	15	370
A8MXE2	17	369
Q6ICH7	19	369
Q8NCU7	20	369
Q86Y37	17	369
Q6ZMN8	18	369
P51686	10	369
P15529-4	10	369
A0A1W2PP46	16	369
G5E9Z2	16	369
A0A087WV74	21	369
Q9NZJ6	15	369
B4E3S0	15	369
Q02930-4	8	369
Q8N136-2	19	369
C9JBF9	19	369
Q99489-3	16	369
Q9UHL0-2	19	369
P49366	19	369
Q9NRI5-4	14	369
Q6E0U4-7	6	369
P26378-5	17	369
P21128-2	19	369
Q17R55	18	369
A0A087WZK6	17	369
Q9BZ68	19	369
O60609-2	14	369
O75367-2	15	369
Q9H2F3	16	369
P31785	13	369
F5H523	16	369
Q8NBH2-2	19	369
Q8N9Z9-4	18	369
P43363	10	369
I3L2S3	16	369
Q9BV20	19	369
Q8N8M0	14	369
Q9ULP0-7	16	369
Q9H3R1-2	19	369
A0A0J9YW05	15	369
E9PIF3	16	369
E9PNV8	16	369
A0A0B4J1W7	15	369
E9PJI5	14	369
O00482-3	15	369
O43869	14	369
Q9Y5K3	18	369
Q96LB8-2	15	369
A0A0J9YXH5	16	369
Q8NBT0-3	13	369
O60256	19	369
E9PLZ4	19	369
Q5T171	10	369
J3KPG1	10	369
Q6ZTQ3	19	369
K7EQI9	11	369
Q7Z5B4	19	369
F5GXE6	13	369
Q99719	15	369
Q92599-3	13	369
P29353-5	16	369
Q8IXJ6-3	18	369
Q8IWU4	12	369
Q6YBV0-2	17	369
Q9H7B4-3	13	369
A0A087X159	10	369
P30874	10	369
P50502	10	369
Q8NFI4	10	369
Q86UX6-2	14	369
O75528-2	15	369
P36402-13	14	369
Q9NUW8-2	23	369
Q14188-2	11	369
A0A087X266	19	369
Q96KP6-2	16	369
Q8N609	11	369
Q9NSU2-1	15	369
Q8IWZ5-2	20	369
P06133-3	18	369
A0A1W2PQJ2	18	369
E9PBP8	16	369
K7EK57	14	369
D6RF47	14	369
Q569K4-3	15	369
F5H2G6	17	368
Q9H6R3-2	17	368
P28332	17	368
A0A087WX59	9	368
C9JV77	11	368
J3KPS3	18	368
Q9BY76-2	14	368
Q6AI12	13	368
Q9H6X2-2	14	368
H0YL95	15	368
P21810	16	368
Q8TDN4-2	14	368
P13688-11	11	368
Q96J87-2	8	368
Q9BZP6-2	14	368
Q8NI60-4	15	368
P49682	9	368
Q16829-2	16	368
Q9Y2C4	17	368
A0A087WYB9	18	368
Q8TBF8	18	368
Q9NVF7	15	368
E9PK12	18	368
O60755	11	368
Q9BZD3	19	368
Q9BZJ7	11	368
Q99871	15	368
Q15034-2	14	368
A0A0G2JIF0	18	368
A0A140T921	18	368
A0A140T9U0	18	368
A0A140T962	19	368
Q6XZB0-7	18	368
G3XAN3	21	368
Q02080-2	16	368
A0A286YFB5	8	368
A0A0C4DFS8	17	368
P55209-2	11	368
Q9H841	9	368
A6NN97	9	368
Q9BXI3	17	368
Q9H1B4-2	20	368
Q9Y2S7	20	368
P0CAP2	18	368
C9J3P7	9	368
A8MPX8-2	15	368
B1AKC3	19	368
Q6MZQ0	17	368
P78406	16	368
A0A1B0GUZ2	15	368
Q7Z5B4-5	18	368
Q5SYV2	20	368
P55735-3	15	368
Q99961	14	368
Q16533	18	368
Q9BWW4-3	9	368
P49842	20	368
Q9H668	19	368
H0YEJ9	10	368
Q6ZUK4	18	368
H0YL91	18	368
I3L1Q5	13	368
E9PLK2	20	368
P17028	19	368
Q5FWF4-5	20	368
M0QXC1	14	367
B4DXW1	18	367
D6W601	19	367
P02765	11	367
D6RB81	16	367
Q8N8A2-5	16	367
Q8WW27	15	367
Q5T9G4-2	19	367
Q13508-2	16	367
G3V169	19	367
Q8N5R6-5	16	367
P24864-2	16	367
Q13319	13	367
Q5XG92-4	14	367
Q96G28-2	15	367
E7EP81	13	367
O60931	9	367
J9JIF5	12	367
X6R717	17	367
P36957-2	12	367
Q8IXT2	12	367
Q92784-5	15	367
P35462-3	4	367
E9PCM4	4	367
Q9Y295	20	367
P28562	17	367
Q14576	17	367
J3QL81	19	367
F8WEH6	15	367
Q86UY5-3	20	367
Q8TCJ0	20	367
A0A0C4DGU8	16	367
C1KBH7	14	367
G5E9Z6	16	367
Q96MZ0	14	367
Q8IVS8-4	13	367
Q13304	12	367
Q14CZ8-2	14	367
A0A1W2PSE7	16	367
Q9Y278	18	367
P48741	19	367
Q5T7N3-2	15	367
Q13303	15	367
Q86X40	22	367
A0A087WU53	14	367
P33908-2	15	367
Q02750-2	16	367
P53778	18	367
Q5VZF2-2	9	367
Q9GZM8-2	21	367
Q9UN36-6	14	367
Q8NBF2-2	11	367
Q86X76-3	16	367
P78426	11	367
Q9Y5X4-2	16	367
O75665-2	16	367
Q9H074-3	12	367
P49585	19	367
I3L1R7	19	367
Q969N2-3	12	367
Q8NEY8-8	14	367
Q9H4Q4	16	367
P62191-2	19	367
O43251-9	10	367
Q5RL73	14	367
Q8WYJ6	21	367
Q9HBY8-2	15	367
H0YLW6	15	367
Q9Y2D2-2	13	367
Q9NY57-2	16	367
O75410-5	19	367
Q9BX59-3	14	367
O14717-2	20	367
Q9BXA7	19	367
P06132	15	367
Q8NA23	17	367
O95388	17	367
Q9UIJ5	15	367
Q9P2A4	16	366
Q9H568	18	366
A0A087WTN8	14	366
Q6Q788	18	366
A0A1B0GUG1	19	366
Q9H257-3	18	366
O15519-3	18	366
Q96S66-4	15	366
Q5EBM0-3	18	366
Q13324-6	11	366
Q5SW24-3	15	366
A0A0A0MSR9	9	366
Q13117-2	9	366
E7EU39	9	366
E7ETR3	9	366
A8K340	17	366
Q92796-3	17	366
Q18PE1-2	11	366
P0CF75	17	366
B3KS98	19	366
P26378-2	17	366
P26378-4	17	366
Q6UXB0-3	15	366
B8ZZC1	14	366
Q96LA6-3	19	366
P21802-19	17	366
Q86SR1-3	17	366
B4DXG3	18	366
P19440-2	16	366
Q92847	10	366
Q5VSY0	17	366
Q9P2T1-2	15	366
P04899-4	18	366
Q15011-4	11	366
P30501	18	366
P04222	16	366
P30504	16	366
Q9TNN7	16	366
Q29963	17	366
P10321	16	366
Q07000	18	366
Q29865	16	366
P30499	15	366
P30505	17	366
P30508	18	366
P30510	15	366
Q29960	17	366
O19617	16	366
P30939	13	366
P50213	18	366
Q9UKT9-10	14	366
P05111	15	366
P53990-4	11	366
Q13887-4	11	366
O75610	16	366
O00292	18	366
Q9UPM6-5	18	366
Q5W064	13	366
B7Z5P7	15	366
Q5JXM2	15	366
D6RA47	11	366
A8MVU1	18	366
Q9NQS3-2	12	366
Q9UBC1-3	17	366
A0A0A0MRT5	16	366
Q6W5P4-5	13	366
A0A087WU84	8	366
Q15366-2	17	366
Q96JY6-3	17	366
A0A0D9SGE8	16	366
Q92569-3	20	366
H3BR70	19	366
Q5SXH7-3	17	366
Q6P2M8-2	17	366
O15315-4	14	366
O00442	19	366
E9PLD1	16	366
Q8WTS6	16	366
Q6KCM7-6	21	366
G3V1E1	12	366
P52788	19	366
Q15633	12	366
Q5VZ19	20	366
Q86YD3	15	366
F8WDR2	15	366
Q86WV8	16	366
Q2TAA8-2	22	366
P62068	17	366
Q8NA23-2	17	366
Q6RFH5-2	17	366
Q9UPR6-3	7	366
Q96PM9-1	16	366
Q8WV37-3	21	366
A0A087WTN9	13	365
A0A075B752	13	365
Q66PJ3-5	17	365
O14874-3	17	365
B1AKZ9	11	365
Q8NAV2	15	365
B7Z385	16	365
Q9BZW8-2	12	365
Q9NZN8-2	17	365
P48729-2	18	365
P78310	21	365
O43602	17	365
J3QLN9	11	365
Q08495-4	16	365
H3BQ19	15	365
M0QZ28	20	365
F2Z2R4	13	365
Q96ME1-3	19	365
P55899	13	365
Q7L513-2	10	365
O75593	13	365
O15409-7	10	365
P19526	14	365
P78334-2	14	365
S4R3S5	13	365
G3V553	17	365
Q15743	12	365
Q92664	14	365
A0A1X7SBT5	14	365
P30443	16	365
P04439	17	365
P01892	18	365
P18462	18	365
P30450	18	365
P30512	16	365
P16188	17	365
P16189	17	365
P30455	17	365
P10316	18	365
Q09160	15	365
P13746	16	365
P30447	16	365
P05534	17	365
P10314	17	365
P16190	17	365
P30453	19	365
P30456	18	365
P30457	18	365
P01891	16	365
P30459	17	365
B0UXQ0	16	365
Q9Y5N1-3	9	365
P28566	11	365
P08887-2	18	365
A0A087WZE3	20	365
P60371	3	365
Q7Z4I7-2	16	365
P07098-2	16	365
Q9NZU5	22	365
Q92633-2	11	365
Q8TC57-2	10	365
O15264	20	365
Q02080	13	365
Q9H1B4-6	20	365
Q96DL1-3	16	365
P41146-2	7	365
A0A2C9F2M6	14	365
P51582	13	365
Q15366	17	365
P36871-3	18	365
Q8IWS0	16	365
Q3B8N5-2	16	365
P43115-3	14	365
F8VZA0	25	365
P10276-3	13	365
Q15050	17	365
P19793-2	18	365
Q53H47-2	18	365
Q8NHU3	15	365
Q9Y371	15	365
M0QXM4	15	365
Q9NQQ7	17	365
Q2M3R5	9	365
A0A1W2PR45	18	365
Q9Y2Z0	20	365
O00204	17	365
Q9HCH5-9	18	365
P36402-9	14	365
P05549-2	14	365
Q8IYL2-3	12	365
Q9UJA5-3	15	365
F5H442	14	365
Q9NNX1-2	19	365
Q7L8A9	18	365
Q9NZR4	14	365
A4D1P6-3	18	365
Q9UBV4	18	365
P41221-2	16	365
Q9Y6F9	12	365
O14904	17	365
Q5W0Z9	17	365
Q9H0C1	21	365
Q76LX8-4	17	364
Q9NUQ2	17	364
P04075	18	364
P05062	16	364
P09972	18	364
P54252-1	15	364
P30411-2	10	364
A6NLJ0	21	364
P51878-6	19	364
Q5BKX8	13	364
P20138	15	364
P15529-8	11	364
P08174-4	17	364
E9PI30	19	364
P51398-3	19	364
F6SYF8	18	364
P55039	21	364
A0A0C4DGA2	13	364
I6LM06	18	364
O43427	14	364
P51993-2	18	364
Q9NR23	13	364
Q9NYQ3-2	16	364
P53990	11	364
P11279-2	16	364
Q92633	11	364
Q15759	17	364
E9PJ96	14	364
P12524	13	364
P13591-6	16	364
Q8TAU0	9	364
Q9Y2I2-2	17	364
P00973-2	13	364
P04000	10	364
P04001	10	364
Q9H4B0-2	14	364
Q99572-2	19	364
